EinheitMastrNummer,DatumLetzeAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten,StatisikFlag,Ergebniscode,AufrufVeraltet,AufrufLebenszeitEnde,AufrufVersion,DatumLetzteAktualisierung,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus,EinheitBetriebsstatus_unit,BestandsanlageMastrNummer_unit,NichtVorhandenInMigriertenEinheiten_unit,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,StatisikFlag_unit,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_unit,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_unit,Technologie,EegMastrNummer_unit,KwkMastrNummer_unit,Ergebniscode_eeg,AufrufVeraltet_eeg,AufrufLebenszeitEnde_eeg,AufrufVersion_eeg,Meldedatum_eeg,DatumLetzteAktualisierung_eeg,EegInbetriebnahmedatum,EegMastrNummer_eeg,AnlagenschluesselEeg,AnlagenkennzifferAnlagenregister,InstallierteLeistung,AnlageBetriebsstatus,Ergebniscode_kwk,AufrufVeraltet_kwk,AufrufLebenszeitEnde_kwk,AufrufVersion_kwk,KwkMastrNummer_kwk,AusschreibungZuschlag,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,AnlageBetriebsstatus_kwk,Ergebniscode_permit,AufrufVeraltet_permit,AufrufLebenszeitEnde_permit,AufrufVersion_permit,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit
SEE974010953130,2019-06-28 08:02:34.089828,BHKW 2 -50 kW,Stromerzeugungseinheit,Geothermie,Mühlweg 3 88348 Bad Saulgau,50,,InBetrieb,ABR949917609695,,KWK919574741830,,,,,,OK,False,,1.0,2019-06-28 08:02:34.089828,SEL941860401753,Geprueft,2020-11-05,ABR949917609695,Deutschland,BadenWuerttemberg,Sigmaringen,Bad Saulgau,08437100,88348,,,Mühlweg,False,3,False,,Bad Saulgau,9.486192,48.027218,32.0,536248.610660748,5319439.74258197,5321128.43741139,3536339.52728263,2019-06-27,,2015-12-18,,,,Aktiv,InBetrieb,,,,,,A,BHKW 2 -50 kW,,,,Grubengas,50,50,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,,KWK919574741830,,,,,,,,,,,,,OK,False,,1.0,KWK919574741830,,,2019-06-28 08:02:33.178775,2015-12-18,2019-06-27,75,50,InBetrieb,,,,,,,,,,,,,,
SEE974665769452,2019-11-20 07:11:18.423203,Gasmotor 7,Stromerzeugungseinheit,Geothermie,Saarbrücker Straße 135 - 137 66333 Völklingen,3042,,InBetrieb,ABR978096504668,EEG956754182236,,,SGE994583956123,,,,OK,False,,1.0,2019-11-20 07:11:18.423203,SEL970287393631,Geprueft,2019-11-25,ABR978096504668,Deutschland,Saarland,Regionalverband Saarbrücken,Völklingen,10041519,66333,,,Saarbrücker Straße,False,135 - 137,True,,Völklingen,6.88109,49.24771,32.0,345792.757321808,5457153.65723166,5457110.70228861,2564193.98363246,2019-08-20,,2003-11-13,,,,Aktiv,InBetrieb,,,,,,A,Gasmotor 7,,,,Grubengas,3042,2922,False,,,,True,True,False,Volleinspeisung,,SGE994583956123,Verbrennungsmotor,EEG956754182236,,OK,False,,1.0,2019-08-20,2019-11-20 07:11:18.423203,2003-11-13,EEG956754182236,E33018010000GGASVIRTEEGXFE1B00008,,6084,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE994583956123,2019-08-20 13:11:56.264099,NachBImSchG4BBImSchV,2003-03-25,Oberbergamt für das Saarland,II KwFe/2/01-8,,,,2019-08-20
SEE974667312076,2020-09-22 07:41:57.713500,BHKW Südschacht,Stromerzeugungseinheit,Geothermie,66265 Heusweiler,500,,InBetrieb,ABR978096504668,EEG968703159022,,,SGE906487028868,,,,OK,False,,1.0,2020-09-22 07:41:57.713500,SEL926168938897,Geprueft,2020-11-04,ABR978096504668,Deutschland,Saarland,Regionalverband Saarbrücken,Heusweiler,10041513,66265,Niedersalbach,"Flur 6, Flurstück 93/2",,False,,False,,Heusweiler,6.903126,49.32698,32.0,347640.906780309,5465920.58096649,5465945.52749679,2565692.94453133,2019-02-15,,2011-02-08,,,,Aktiv,InBetrieb,,,,,,A,BHKW Südschacht,,,,Grubengas,500,490,False,,,,True,False,False,Volleinspeisung,,SGE906487028868,Verbrennungsmotor,EEG968703159022,,OK,False,,1.0,2019-02-15,2020-09-22 07:41:57.713500,2011-02-08,EEG968703159022,E30797013000298400000000000000487,,500,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE906487028868,2020-09-04 10:31:13.053893,NachBImSchG4BBImSchV,2018-03-15,Oberbergamt des Saarlandes,II EN/3/17-8,,,,2019-02-15
SEE974838135664,2020-11-03 20:13:30.664040,Miethausdach,Stromerzeugungseinheit,Geothermie,14612 Falkensee,6.66,,InBetrieb,ABR962144690069,,,,,,,,OK,False,,1.0,2020-11-03 20:13:30.664040,SEL944546635237,Ungeprueft,,ABR962144690069,Deutschland,Brandenburg,Havelland,Falkensee,12063080,14612,,,,False,,False,,Falkensee,,,,,,,,2020-11-03,,2005-11-14,,,,Aktiv,InBetrieb,,,,,,A,Miethausdach,,,,Solarthermie,6.66,6.66,,,,,,,,None,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE975061755230,2020-11-05 11:11:41.144140,Hausdach 58,Stromerzeugungseinheit,Geothermie,70734 Fellbach,9.805,,InBetrieb,ABR956949699716,,,,,,,,OK,False,,1.0,2020-11-05 11:11:41.144140,SEL957272281517,Ungeprueft,,ABR956949699716,Deutschland,BadenWuerttemberg,Rems-Murr-Kreis,Fellbach,08119020,70734,,,,False,,False,,Fellbach,,,,,,,,2020-11-05,,2017-10-27,,,,Aktiv,InBetrieb,,,,,,A,Hausdach 58,,,,Solarthermie,9.805,9.805,,,,,False,,,Teileinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE975258098775,2020-09-22 07:26:13.664544,BHKW Westerholt,Stromerzeugungseinheit,Geothermie,Egonstraße 4-20 45896 Gelsenkirchen,4074,,InBetrieb,ABR970977607369,EEG946250961558,,,SGE930092406025,,,,OK,False,,1.0,2020-09-22 07:26:13.664544,SEL971643288882,Geprueft,2020-09-22,ABR970977607369,Deutschland,NordrheinWestfalen,Gelsenkirchen,Gelsenkirchen,05513000,45896,,,Egonstraße,False,4-20,True,,Gelsenkirchen,7.076814,51.601135,32.0,366807.752813995,5718428.98209334,5719075.28046355,2574649.35994078,2019-03-26,,2001-09-12,,,,Aktiv,InBetrieb,,,,,,A,BHKW Westerholt,,,,Grubengas,4074,3810,False,,,,True,True,False,Volleinspeisung,,SGE930092406025,Verbrennungsmotor,EEG946250961558,,OK,False,,1.0,2019-03-26,2020-09-22 07:26:13.664544,2003-11-01,EEG946250961558,E30564013E02500012340000400100190,,4074,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE930092406025,2019-03-26 14:31:51.677239,NachBImSchG4BBImSchV,2011-08-12,Bezirksregierung Arnsberg,64.w9-4.1-2011-1,,,,2019-03-26
SEE975636651448,2020-05-28 05:55:27.605365,BHKW Kläranlage,Stromerzeugungseinheit,Geothermie,74357 Bönnigheim,25,,InBetrieb,ABR926802525377,EEG956581445375,,,,,,,OK,False,,1.0,2020-05-28 05:55:27.605365,SEL990646104357,Ungeprueft,,ABR926802525377,Deutschland,BadenWuerttemberg,Ludwigsburg,Bönnigheim,08118010,74357,,,,False,,False,,Bönnigheim,,,,,,,,2020-05-28,,2000-04-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Kläranlage,,,,Grubengas,25,25,,,,,False,,,Volleinspeisung,,,GasturbinenohneAbhitzekessel,EEG956581445375,,OK,False,,1.0,2020-05-28,2020-05-28 05:55:27.565362,2000-04-01,EEG956581445375,E1084301E100000000000018164600001,,25,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE975750705768,2020-09-09 06:52:21.783951,Aufbereitungshalle,Stromerzeugungseinheit,Geothermie,49176 Hilter,11.76,,InBetrieb,ABR991449351801,EEG964810677329,,,,,,,OK,False,,1.0,2020-09-09 06:52:21.783951,SEL959990734306,Ungeprueft,,ABR991449351801,Deutschland,Niedersachsen,Osnabrück,Hilter am Teutoburger Wald,03459022,49176,,,,False,,False,,Hilter,,,,,,,,2020-09-09,,2014-01-28,,,,Aktiv,InBetrieb,,,,,,A,Aufbereitungshalle,,,,Solarthermie,11.76,11.76,,,,,False,,,Teileinspeisung,,,Sonstige,EEG964810677329,,OK,False,,1.0,2020-09-09,2020-09-09 06:52:21.733951,2014-01-28,EEG964810677329,E30596010000000040000140600100001,,11.76,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE976071564980,2020-08-18 12:53:34.624240,BHKW,Stromerzeugungseinheit,Geothermie,Werkstraße 38 91083 Baiersdorf,120,,InBetrieb,ABR954035180056,EEG925992878249,KWK946749538353,,,,,,OK,False,,1.0,2020-08-18 12:53:34.624240,SEL929015880240,Ungeprueft,,ABR954035180056,Deutschland,Bayern,Erlangen-Höchstadt,Baiersdorf,09572115,91083,,,Werkstraße,False,38,False,,Baiersdorf,11.044957,49.673985,32.0,647539.685345523,5504391.56632538,5504581.40055178,4431172.3453525,2020-08-18,,2000-05-15,,,,Aktiv,InBetrieb,,,,,,A,BHKW,,,,Klaerschlamm,120,100,False,,,,True,,False,Teileinspeisung,,,Verbrennungsmotor,EEG925992878249,KWK946749538353,OK,False,,1.0,2020-08-18,2020-08-18 12:53:34.337223,2000-05-15,EEG925992878249,E21875011000000000000215673400000,,120,InBetrieb,OK,False,,1.0,KWK946749538353,False,,2020-08-18 12:53:34.337223,2000-05-15,2020-08-18,192,120,InBetrieb,,,,,,,,,,,,,,
SEE976253462738,2019-05-28 08:26:38.031669,BHKW Nordschacht,Stromerzeugungseinheit,Geothermie,Am Barmscheidsgrund 46147 Oberhausen,2716,,InBetrieb,ABR909184158296,EEG947980574063,,,SGE959669116990,,,,OK,False,,1.0,2019-05-28 08:26:38.031669,SEL914535856769,Geprueft,2019-04-10,ABR909184158296,Deutschland,NordrheinWestfalen,Oberhausen,Oberhausen,05119000,46147,,,Am Barmscheidsgrund,False,,False,,Oberhausen,6.817273,51.553984,32.0,348678.273926238,5713690.86842821,5713596.28939281,2556725.84619313,2019-03-20,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Nordschacht,,,,Grubengas,2716,2520,False,,,,True,True,False,Volleinspeisung,,SGE959669116990,Verbrennungsmotor,EEG947980574063,,OK,False,,1.0,2019-03-20,2019-04-10 07:11:37.341705,2002-07-01,EEG947980574063,E33047012000000000000004971000500,,2716,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE959669116990,2019-03-20 09:34:57.231376,NachBImSchG4BBImSchV,2008-10-28,Bezirksregierung Arnsberg,64.o1-4.1-2008-1,,,,2019-03-20
SEE976934100041,2020-08-07 10:56:57.096563,Kläranlage BHKW,Stromerzeugungseinheit,Geothermie,Eugen-Diesel-Straße 5 Kläranlage 37671 Höxter,107,,InBetrieb,ABR908016537582,,,,,,,,OK,False,,1.0,2020-08-07 10:56:57.096563,SEL980222746309,Ungeprueft,,ABR908016537582,Deutschland,NordrheinWestfalen,Höxter,Höxter,05762020,37671,,,Eugen-Diesel-Straße,False,5,False,Kläranlage,Höxter,9.394535,51.787631,32.0,527212.97242817,5737491.97407031,5739348.33270175,3527296.68513639,2020-08-07,,2008-11-11,,,,Aktiv,InBetrieb,,,,,,A,Kläranlage BHKW,,,,Klaerschlamm,107,95,,,,,True,,,Teileinspeisung,,,GasturbinenohneAbhitzekessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE977333572408,2020-01-30 15:08:54.319110,BHKW KA BB - Modul 1,Stromerzeugungseinheit,Geothermie,Auf der Wörsch 65510 Hünstetten,72,,DauerhaftStillgelegt,ABR956663295621,,KWK902777434531,,,,,,OK,False,,1.0,2020-01-30 15:08:54.319110,SEL931537748649,Ungeprueft,,ABR956663295621,Deutschland,Hessen,Rheingau-Taunus-Kreis,Hünstetten,06439007,65510,,,Auf der Wörsch,False,,False,,Hünstetten,8.228296,50.280476,32.0,445016.95433098,5570100.88267018,5571889.44741488,3445069.16223598,2020-01-30,,2006-07-01,2019-10-30,,,Aktiv,DauerhaftStillgelegt,,,,,,A,BHKW KA BB - Modul 1,,,,Klaerschlamm,72,50,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,,KWK902777434531,,,,,,,,,,,,,OK,False,,1.0,KWK902777434531,,,2020-01-30 15:10:25.408787,2006-07-01,2020-01-30,0,0,DauerhaftStillgelegt,,,,,,,,,,,,,,
SEE977447432100,2020-02-04 09:19:57.731439,BHKW Gneisenau 4 M2,Stromerzeugungseinheit,Geothermie,Heringenstraße 44329 Dortmund,1358,,InBetrieb,ABR909184158296,EEG967922393903,,,SGE956681665796,,,,OK,False,,1.0,2020-02-04 09:19:57.731439,SEL980371149051,Geprueft,2020-02-04,ABR909184158296,Deutschland,NordrheinWestfalen,Dortmund,Dortmund,05913000,44329,,,Heringenstraße,False,,False,,Dortmund,7.525756,51.566956,32.0,397821.253114735,5713905.44402249,5715751.24519835,3397853.34828884,2020-01-30,,2002-09-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Gneisenau 4 M2,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE956681665796,Verbrennungsmotor,EEG967922393903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE977475962471,2020-01-30 12:34:39.328332,BHKW Haniel M4,Stromerzeugungseinheit,Geothermie,46242 Bottrop,1358,,InBetrieb,ABR970977607369,EEG918402468338,,,SGE972732714893,,,,OK,False,,1.0,2020-01-30 12:34:39.328332,SEL943782574850,Ungeprueft,,ABR970977607369,Deutschland,NordrheinWestfalen,Oberhausen,Oberhausen,05119000,46242,Bottrop,"Fl 167, FlSt 39
",,False,,False,,Bottrop,6.884488,51.546866,32.0,353314.698103304,5712762.42571702,5712858.63716904,2561397.24198175,2019-10-17,,2003-12-05,,,,Aktiv,InBetrieb,,,,,,A,BHKW Haniel M4,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE972732714893,Verbrennungsmotor,EEG918402468338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE977621761941,2020-11-13 12:10:52.948859,Deponiegaskraftwerk 1,Stromerzeugungseinheit,Geothermie,Hammerweg 23 01127 Dresden,259,,InBetrieb,ABR959789983298,EEG960856314600,,,SGE966680472752,,,,OK,False,,1.0,2020-11-13 12:10:52.948859,SEL914431252412,Ungeprueft,,ABR959789983298,Deutschland,Sachsen,Dresden,Dresden,14612000,01127,,,Hammerweg,False,23,False,,Dresden,13.74135,51.098188,33.0,411869.063476783,5661497.24091009,5663317.23970189,5411970.1150684,2020-11-13,,1997-06-02,,,,Aktiv,InBetrieb,,,,,,A,Deponiegaskraftwerk 1,,,,Grubengas,259,249,False,,,,True,False,True,Volleinspeisung,,SGE966680472752,Verbrennungsmotor,EEG960856314600,,OK,False,,1.0,2020-11-13,2020-11-13 12:28:54.090082,1997-11-03,EEG960856314600,E4067901DREWAGZG50000000014500001,,1240,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE966680472752,2020-11-13 12:10:52.804855,NachBImSchG4BBImSchV,1997-11-20,Landeshauptstadt Dresden Amt für Umweltschutz,GZ:(D7) 86.41-04-21/01974-02,,,,2020-11-13
SEE978256471779,2019-07-23 07:18:15.914710,BHKW Schwanebeck BSR,Stromerzeugungseinheit,Geothermie,Zepernicker Straße 42 16341 Panketal,3138,,InBetrieb,ABR924366240750,EEG900189115840,,,,,,,OK,False,,1.0,2019-07-23 07:18:15.914710,SEL991578452387,Ungeprueft,,ABR924366240750,Deutschland,Brandenburg,Barnim,Panketal,12060181,16341,,,Zepernicker Straße,False,42,False,,Panketal,13.546,52.639,33.0,401612.366604277,5833105.83442316,5834994.36151596,5401707.87385025,2019-03-28,,1999-03-31,,,,Aktiv,InBetrieb,,,,,,A,BHKW Schwanebeck BSR,,,,Grubengas,3138,1600,True,,,,False,True,False,Teileinspeisung,,,Verbrennungsmotor,EEG900189115840,,OK,False,,1.0,2019-03-28,2019-07-23 07:18:15.914710,1999-03-31,EEG900189115840,E41860010000000000602127928600001,,3138,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE978491693936,2019-08-19 07:22:41.665442,BHKW Hugo 1/4,Stromerzeugungseinheit,Geothermie,Horster Straße 180 45897 Gelsenkirchen,2716,,InBetrieb,ABR909184158296,EEG989326543197,,,SGE963051139450,,,,OK,False,,1.0,2019-08-19 07:22:41.665442,SEL936323596503,Geprueft,2019-08-19,ABR909184158296,Deutschland,NordrheinWestfalen,Gelsenkirchen,Gelsenkirchen,05513000,45897,,,Horster Straße,False,180,False,,Gelsenkirchen,7.044213,51.563778,32.0,364438.99059491,5714334.79137039,5714886.32854788,2572450.02189751,2019-03-20,,2003-10-08,,,,Aktiv,InBetrieb,,,,,,A,BHKW Hugo 1/4,,,,Grubengas,2716,2560,False,,,,True,True,False,Volleinspeisung,,SGE963051139450,Verbrennungsmotor,EEG989326543197,,OK,False,,1.0,2019-03-20,2019-08-19 07:22:41.665442,2003-10-08,EEG989326543197,E31826010000000000000065641500001,,2716,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE963051139450,2019-03-20 07:37:23.167426,NachBImSchG4BBImSchV,2003-04-02,Bezirksregierung Münster,56/G62.1213/02/104A2,,,,2019-03-20
SEE978761989363,2019-08-27 06:40:32.149185,BHKW Werne III,Stromerzeugungseinheit,Geothermie,Zum Schacht III 59192 Bergkamen,2008,,InBetrieb,ABR909184158296,EEG932799425804,,,SGE953065578369,,,,OK,False,,1.0,2019-08-27 06:40:32.149185,SEL999455652653,Geprueft,2019-09-04,ABR909184158296,Deutschland,NordrheinWestfalen,Unna,Bergkamen,05978004,59192,,,Zum Schacht III,False,,False,,Bergkamen,7.647093,51.643275,32.0,406387.758736463,5722230.19432375,5724079.40088498,3406423.21479506,2019-03-28,,2001-06-27,,,,Aktiv,InBetrieb,,,,,,A,BHKW Werne III,,,,Grubengas,2008,2008,False,,,,True,True,False,Volleinspeisung,,SGE953065578369,Verbrennungsmotor,EEG932799425804,,OK,False,,1.0,2019-03-28,2019-08-27 06:40:23.388771,2001-06-27,EEG932799425804,E31774020000301733000000S00600003,,2008,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE953065578369,2019-03-28 07:48:02.523100,NachBImSchG4BBImSchV,2001-06-18,STUA Lippstadt,2100-82/00-Web/Rö,,,,2019-03-28
SEE978841169494,2019-11-20 07:14:49.840645,Gasmotor 13,Stromerzeugungseinheit,Geothermie,Saarbrücker Straße 135 - 137 66333 Völklingen,3047,,InBetrieb,ABR983042717733,EEG943217456683,,,SGE961198507644,,,,OK,False,,1.0,2019-11-20 07:14:49.840645,SEL998968308675,Geprueft,2019-11-25,ABR983042717733,Deutschland,Saarland,Regionalverband Saarbrücken,Völklingen,10041519,66333,,,Saarbrücker Straße,False,135 - 137,True,,Völklingen,6.88109,49.24771,32.0,345792.757321808,5457153.65723166,5457110.70228861,2564193.98363246,2019-08-20,,2004-06-01,,,,Aktiv,InBetrieb,,,,,,A,Gasmotor 13,,,,Grubengas,3047,2927,False,,,,True,True,False,Volleinspeisung,,SGE961198507644,Verbrennungsmotor,EEG943217456683,,OK,False,,1.0,2019-08-20,2019-11-20 07:14:49.840645,2004-06-01,EEG943217456683,E330180100000GGASVIRTEEGXFE200009,,6094,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE961198507644,2019-08-20 13:41:20.278611,NachBImSchG4BBImSchV,2003-03-25,Oberbergamt für das Saarland,II KwFe/2/01-8,,,,2019-08-20
SEE978856151910,2019-12-10 08:32:53.428062,Kläranlage 2 - BHKW 2 - Funke Senergie,Stromerzeugungseinheit,Geothermie,71069 Sindelfingen,27,,InBetrieb,ABR992513499870,,KWK924741569513,,,,,,OK,False,,1.0,2019-12-10 08:32:53.428062,SEL962230870283,Geprueft,2020-03-25,ABR992513499870,Deutschland,BadenWuerttemberg,Böblingen,Sindelfingen,08115045,71069,,,,False,,False,,Sindelfingen,,,,,,,,2019-12-10,,2016-12-19,,,,Aktiv,InBetrieb,,,,,,A,Kläranlage 2 - BHKW 2 - Funke Senergie,,,,Klaerschlamm,27,27,,,,,False,,,None,,,Verbrennungsmotor,,KWK924741569513,,,,,,,,,,,,,OK,False,,1.0,KWK924741569513,False,,2019-12-10 08:32:47.513571,2016-12-19,2019-12-10,46,27,InBetrieb,,,,,,,,,,,,,,
SEE978868752143,2020-09-07 04:39:49.977195,Photovoltaik,Stromerzeugungseinheit,Geothermie,94065 Waldkirchen,9.18,,InBetrieb,ABR992005638664,EEG990563126920,,,,,,,OK,False,,1.0,2020-09-07 04:39:49.977195,SEL969045096136,Ungeprueft,,ABR992005638664,Deutschland,Bayern,Freyung-Grafenau,Waldkirchen,09272151,94065,,,,False,,False,,Waldkirchen,,,,,,,,2020-09-07,,2006-05-08,,,,Aktiv,InBetrieb,,,,,,A,Photovoltaik,,,,Solarthermie,9.18,9.18,,,,,False,,,Volleinspeisung,,,,EEG990563126920,,OK,False,,1.0,2020-09-07,2020-09-07 04:39:49.924192,2006-05-08,EEG990563126920,,,9.18,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE979099035852,2019-10-08 08:11:46.034014,BHKW 2,Stromerzeugungseinheit,Geothermie,Gartenstraße 20 95643 Tirschenreuth,44,,InBetrieb,ABR952516900032,EEG929375569465,KWK909665649220,,,,,,OK,False,,1.0,2019-10-08 08:11:46.034014,SEL961689904693,Ungeprueft,,ABR952516900032,Deutschland,Bayern,Tirschenreuth,Tirschenreuth,09377154,95643,,,Gartenstraße,False,20,False,,Tirschenreuth,12.309889,49.882262,33.0,306749.179974419,5529010.66430126,5527355.79154427,4522378.07496314,2019-10-08,,2016-11-09,,,,Aktiv,InBetrieb,,,,,,A,BHKW 2,,,,Klaerschlamm,44,40,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,EEG929375569465,KWK909665649220,OK,False,,1.0,2019-10-08,2019-10-08 08:11:45.856005,2016-11-09,EEG929375569465,,,44,InBetrieb,OK,False,,1.0,KWK909665649220,,,2019-10-08 08:11:45.856005,2016-11-09,2019-10-08,63,40,InBetrieb,,,,,,,,,,,,,,
SEE979436425186,2020-04-16 13:45:51.827787,Abwasserwerk der Stadt Niederkassel,Stromerzeugungseinheit,Geothermie,Am Rheindamm 1 53859 Niederkassel,130,,InBetrieb,ABR922188139207,,KWK915005490001,,,,,,OK,False,,1.0,2020-04-16 13:45:51.827787,SEL989058533374,Geprueft,2020-05-29,ABR922188139207,Deutschland,NordrheinWestfalen,Rhein-Sieg-Kreis,Niederkassel,05382044,53859,,,Am Rheindamm,False,1,False,,Niederkassel,7.036673,50.806691,32.0,361667.892181331,5630165.73505378,5630654.47174642,2573115.451265,2020-04-16,,2014-06-17,,,,Aktiv,InBetrieb,,,,,,A,Abwasserwerk der Stadt Niederkassel,,,,Grubengas,130,130,False,,,,True,False,False,Teileinspeisung,,,Sonstige,,KWK915005490001,,,,,,,,,,,,,OK,False,,1.0,KWK915005490001,False,,2020-04-16 13:45:51.746782,2014-06-17,2020-04-16,130,130,InBetrieb,,,,,,,,,,,,,,
SEE979449772246,2020-09-18 12:21:55.402425,PV Anlage,Stromerzeugungseinheit,Geothermie,86675 Buchdorf,10.8,,InBetrieb,ABR984466770304,EEG948656326702,,,,,,,OK,False,,1.0,2020-09-18 12:21:55.402425,SEL908248860380,Ungeprueft,,ABR984466770304,Deutschland,Bayern,Donau-Ries,Buchdorf,09779126,86675,,,,False,,False,,Buchdorf,,,,,,,,2020-09-18,,2010-12-16,,,,Aktiv,InBetrieb,,,,,,A,PV Anlage,,,,Solarthermie,10.8,9.2,,,,,False,,,Volleinspeisung,,,Sonstige,EEG948656326702,,OK,False,,1.0,2020-09-18,2020-09-18 12:21:55.359430,2010-12-16,EEG948656326702,E31177010000000005007780475-00001,,10.8,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE979560890409,2020-11-13 13:02:49.768733,Regina Reschnar Photovoltaik,Stromerzeugungseinheit,Geothermie,74360 Ilsfeld,4.5,,InBetrieb,ABR976322837184,,,,,,,,OK,False,,1.0,2020-11-13 13:02:49.768733,SEL958855420422,Ungeprueft,,ABR976322837184,Deutschland,BadenWuerttemberg,Heilbronn,Ilsfeld,08125046,74360,,,,False,,False,,Ilsfeld,,,,,,,,2020-11-13,,2004-06-21,,,,Aktiv,InBetrieb,,,,,,A,Regina Reschnar Photovoltaik,,,,Solarthermie,4.5,3.5,,,,,False,,,Volleinspeisung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE979642644166,2020-08-12 07:03:03.992610,ABR 981369592446,Stromerzeugungseinheit,Geothermie,Unterer Dammweg 34 78050 Villingen-Schwenningen,180,,InBetrieb,ABR981369592446,,KWK974747156491,,,,,,OK,False,,1.0,2020-08-12 07:03:03.992610,SEL923644373616,Abgelehnt,,ABR981369592446,Deutschland,BadenWuerttemberg,Schwarzwald-Baar-Kreis,Villingen-Schwenningen,08326074,78050,,,Unterer Dammweg,False,34,False,,Villingen-Schwenningen,8.467426,48.042509,32.0,460305.081811863,5321162.13368301,5322850.89939757,3460365.47151578,2020-08-12,,2014-01-16,,,,Aktiv,InBetrieb,,,,,,A,ABR 981369592446,,,,Klaerschlamm,180,180,True,,,,True,True,False,Teileinspeisung,,,Verbrennungsmotor,,KWK974747156491,,,,,,,,,,,,,OK,False,,1.0,KWK974747156491,False,,2020-08-12 07:03:03.799052,2014-01-16,2020-08-12,200,180,InBetrieb,,,,,,,,,,,,,,
