EinheitMastrNummer,DatumLetzeAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten,StatisikFlag,Ergebniscode,AufrufVeraltet,AufrufLebenszeitEnde,AufrufVersion,DatumLetzteAktualisierung,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus,EinheitBetriebsstatus_unit,BestandsanlageMastrNummer_unit,NichtVorhandenInMigriertenEinheiten_unit,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,StatisikFlag_unit,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_unit,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_unit,Technologie,EegMastrNummer_unit,KwkMastrNummer_unit,Ergebniscode_eeg,AufrufVeraltet_eeg,AufrufLebenszeitEnde_eeg,AufrufVersion_eeg,Meldedatum_eeg,DatumLetzteAktualisierung_eeg,EegInbetriebnahmedatum,EegMastrNummer_eeg,AnlagenschluesselEeg,AnlagenkennzifferAnlagenregister,InstallierteLeistung,AnlageBetriebsstatus,Ergebniscode_kwk,AufrufVeraltet_kwk,AufrufLebenszeitEnde_kwk,AufrufVersion_kwk,KwkMastrNummer_kwk,AusschreibungZuschlag,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,AnlageBetriebsstatus_kwk,Ergebniscode_permit,AufrufVeraltet_permit,AufrufLebenszeitEnde_permit,AufrufVersion_permit,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit
SEE963984721760,2019-07-17 10:55:14.953254,BHKW Velsen,Stromerzeugungseinheit,Geothermie,66352 Großrosseln,1990,,InBetrieb,ABR978096504668,EEG938967923103,KWK949611886583,,SGE946225432168,,,,OK,False,,1.0,2019-07-17 10:55:14.953254,SEL977964630515,Geprueft,2019-08-08,ABR978096504668,Deutschland,Saarland,Regionalverband Saarbrücken,Großrosseln,10041512,66352,Klarenthal,"Flur 13, Flurstück 4/95",,False,,False,,Großrosseln,6.812159,49.18229,32.0,340566.188787886,5450024.61094219,5449778.96118685,2559253.46608217,2019-06-05,,2003-04-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Velsen,,,,Grubengas,1990,1990,False,,,,True,False,False,Volleinspeisung,,SGE946225432168,Verbrennungsmotor,EEG938967923103,KWK949611886583,OK,False,,1.0,2019-06-05,2019-07-18 08:21:32.963769,2003-04-01,EEG938967923103,E330180100000GGASVIRTEEGXVEL00003,,1990,InBetrieb,OK,False,,1.0,KWK949611886583,,,2019-07-17 10:55:14.758161,2003-04-01,2019-06-05,1990,1990,InBetrieb,OK,False,,1.0,SGE946225432168,2019-06-05 11:58:09.299619,NachBImSchG4BBImSchV,2017-04-24,Landesamt für Umwelt und Arbeitsschutz Saarland,3.5-21/2017,,,,2019-06-05
SEE964210787130,2019-10-29 10:15:59.987236,BHKW Hugo 2/5/8,Stromerzeugungseinheit,Geothermie,Schüngelbergstraße 50 45897 Gelsenkirchen,3765,,InBetrieb,ABR909184158296,EEG997627949273,,,SGE935949509584,,,,OK,False,,1.0,2019-10-29 10:15:59.987236,SEL940994356564,Geprueft,2020-07-17,ABR909184158296,Deutschland,NordrheinWestfalen,Gelsenkirchen,Gelsenkirchen,05513000,45897,,,Schüngelbergstraße,False,50,False,,Gelsenkirchen,7.036027,51.5696,32.0,363889.036754585,5714997.4039042,5715525.97795697,2571873.21511594,2019-03-28,,2003-04-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Hugo 2/5/8,,,,Grubengas,3765,3500,False,,,,True,True,False,Volleinspeisung,,SGE935949509584,Verbrennungsmotor,EEG997627949273,,OK,False,,1.0,2019-03-28,2019-10-29 10:15:59.987236,2003-04-01,EEG997627949273,E31826010000000000000071046900001,,3765,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE935949509584,2019-03-28 07:09:38.982268,NachBImSchG4BBImSchV,2009-08-25,Bezirksregierung Münster,62.0061/07/0102B2,,,,2019-03-28
SEE964463495981,2020-09-17 23:50:10.825683,BHKW Heinrich Robert M5,Stromerzeugungseinheit,Geothermie,59067 Hamm,1358,,InBetrieb,ABR970977607369,EEG992722702310,,,SGE913868807202,,,,OK,False,,1.0,2020-09-17 23:50:10.825683,SEL914014441301,Geprueft,2020-09-17,ABR970977607369,Deutschland,NordrheinWestfalen,Hamm,Hamm,05915000,59067,Herringen,"Flur 3, Flurstück 1131",,False,,False,,Hamm,7.760227,51.65323,32.0,414234.382070769,5723198.38662072,5725048.04674981,3414272.97211408,2020-01-30,,2003-10-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Heinrich Robert M5,,,,Grubengas,1358,1358,True,,,,True,True,False,Volleinspeisung,,SGE913868807202,Verbrennungsmotor,EEG992722702310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE964611371624,2020-03-23 13:50:11.240246,Deponiegasverwertung ZDA,Stromerzeugungseinheit,Geothermie,Westenfeld 109 48341 Altenberge,802,,InBetrieb,ABR910563211037,EEG952439095198,KWK909377251322,,SGE983849814758,,,,OK,False,,1.0,2020-03-23 13:50:11.240246,SEL990274116142,Datenkorrektur,,ABR910563211037,Deutschland,NordrheinWestfalen,Steinfurt,Altenberge,05566004,48341,,,Westenfeld,False,109,False,,Altenberge,7.426665,52.064147,32.0,392147.444066859,5769340.90625891,5771003.4740429,2597878.94763894,2019-03-04,,2001-04-26,,,,Aktiv,InBetrieb,,,,,,A,Deponiegasverwertung ZDA,,,,Grubengas,802,802,False,,,,True,False,False,Teileinspeisung,,SGE983849814758,Verbrennungsmotor,EEG952439095198,KWK909377251322,OK,False,,1.0,2019-03-04,2020-03-23 13:50:11.158236,2001-04-26,EEG952439095198,E3054401E00747210N5247500L1534436,,802,InBetrieb,OK,False,,1.0,KWK909377251322,,,2020-03-23 13:50:11.158236,2000-04-01,2019-03-04,802,802,InBetrieb,OK,False,,1.0,SGE983849814758,2019-03-04 11:02:13.567806,NachBImSchG4BBImSchV,2004-07-22,Bezirksregierung Münster,56-62.038.00/04/08011,,,,2019-03-04
SEE965321394453,2020-10-29 10:11:21.795244,Photovoltaik,Stromerzeugungseinheit,Geothermie,52531 Übach-Palenberg,7.15,,InBetrieb,ABR974383795894,EEG999992413199,,,,,,,OK,False,,1.0,2020-10-29 10:11:21.795244,SEL909109917731,Ungeprueft,,ABR974383795894,Deutschland,NordrheinWestfalen,Heinsberg,Übach-Palenberg,05370028,52531,,,,False,,False,,Übach-Palenberg,,,,,,,,2020-10-29,,2020-10-29,,,,Aktiv,InBetrieb,,,,,,B,Photovoltaik,,,,Solarthermie,7.15,7,,,,,False,,,Teileinspeisung,,,Sonstige,EEG999992413199,,OK,False,,1.0,2020-10-29,2020-10-29 10:11:21.647240,2020-10-29,EEG999992413199,,,7.15,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE965579520659,2020-03-05 13:43:28.805214,BHKW 2 Zentralkläranlage Kaiserslautern,Stromerzeugungseinheit,Geothermie,Rütschhofstraße Zentralkläranlage 67659 Kaiserslautern,400,,InBetrieb,ABR973444008102,,KWK988627178497,,SGE925857217992,,,,OK,False,,1.0,2020-03-05 13:43:28.805214,SEL960665562476,Ungeprueft,,ABR973444008102,Deutschland,RheinlandPfalz,Kaiserslautern,Kaiserslautern,07312000,67659,,,Rütschhofstraße,False,,False,Zentralkläranlage,Kaiserslautern,7.741856,49.459914,32.0,408827.572726606,5479345.0651938,5481096.92586382,3408866.01162972,2019-08-15,,2014-02-05,,,,Aktiv,InBetrieb,,,ABR900522549523,2020-03-05,2020-03-05,A,BHKW 2 Zentralkläranlage Kaiserslautern,,,,Klaerschlamm,400,400,False,,,,True,True,True,Teileinspeisung,,SGE925857217992,Verbrennungsmotor,,KWK988627178497,,,,,,,,,,,,,OK,False,,1.0,KWK988627178497,,,2019-08-15 09:19:23.192582,2014-02-05,2019-08-15,384.76,400,InBetrieb,OK,False,,1.0,SGE925857217992,2020-10-22 05:54:14.949360,NachBImSchGandere,2013-05-17,SGD Süd,"23-5/51,0/2013/0191",,,,2019-08-15
SEE965941592093,2020-11-13 12:28:54.669716,Deponiegaskraftwerk 2,Stromerzeugungseinheit,Geothermie,Hammerweg 23 01127 Dresden,323,,InBetrieb,ABR959789983298,EEG960856314600,,,SGE940023091848,,,,OK,False,,1.0,2020-11-13 12:28:54.669716,SEL920655027859,Ungeprueft,,ABR959789983298,Deutschland,Sachsen,Dresden,Dresden,14612000,01127,,,Hammerweg,False,23,False,,Dresden,13.741219,51.098359,33.0,411860.21630447,5661516.41295314,5663336.41934263,5411961.26419621,2020-11-13,,1998-06-01,,,,Aktiv,InBetrieb,,,,,,A,Deponiegaskraftwerk 2,,,,Grubengas,323,311,False,,,,True,False,True,Volleinspeisung,,SGE940023091848,Verbrennungsmotor,EEG960856314600,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,False,,1.0,SGE940023091848,2020-11-13 12:28:54.090082,NachBImSchG4BBImSchV,1999-02-11,Landeshauptstadt Dresden Amt für Umweltschutz,GZ:(D7) 86.41-04-0221/03602,,,,2020-11-13
SEE966733125161,2020-03-05 11:57:01.821749,Sauerlach_GTK_Geo1,Stromerzeugungseinheit,Geothermie,Energiestraße 2 82054 Sauerlach,4580,,InBetrieb,ABR948070381080,EEG989741749877,,,,,,,OK,False,,1.0,2020-03-05 11:57:01.821749,SEL945935818934,Geprueft,2020-04-03,ABR948070381080,Deutschland,Bayern,München,Sauerlach,09184141,82054,,,Energiestraße,True,2,True,,Sauerlach,11.6684,47.9724,32.0,699149.404743434,5316678.5801268,5314969.77374118,4475348.91793546,2019-09-17,,2013-01-10,,,,Aktiv,InBetrieb,,,,,,A,Sauerlach_GTK_Geo1,,,,Geothermie,4580,4580,False,,,,True,False,False,Volleinspeisung,,,ORCOrganicRankineCycleAnlage,EEG989741749877,,OK,False,,1.0,2019-09-17,2020-03-05 11:57:01.821749,2013-01-10,EEG989741749877,E2104101SZP0000000000042586700001,,4580,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE966854270603,2019-05-28 08:26:38.031669,BHKW Kurl III,Stromerzeugungseinheit,Geothermie,44532 Lünen,2700,,InBetrieb,ABR909184158296,EEG966672950060,,,SGE978039556136,,,,OK,False,,1.0,2019-05-28 08:26:38.031669,SEL962808408757,Geprueft,2019-03-25,ABR909184158296,Deutschland,NordrheinWestfalen,Unna,Lünen,05978024,44532,Niederaden,Fl 4/3 Fl St 51/96,,False,,False,,Lünen,7.578465,51.590601,32.0,401525.424338509,5716462.60682962,5718309.46300044,3401558.98153561,2019-03-20,,2001-06-26,,,,Aktiv,InBetrieb,,,,,,A,BHKW Kurl III,,,,Grubengas,2700,2500,False,,,,True,True,False,Volleinspeisung,,SGE978039556136,Verbrennungsmotor,EEG966672950060,,OK,False,,1.0,2019-03-20,2019-03-20 09:24:21.105862,2001-03-28,EEG966672950060,E30326010000000000000004402900001,,2700,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE978039556136,2019-03-20 09:24:21.105862,NachBImSchG4BBImSchV,2001-04-05,StUA Lippstadt,2100-G 83/2000-Web/Rö,,,,2019-03-20
SEE966856430302,2020-09-28 08:07:42.257070,"Bürogebäude, 524",Stromerzeugungseinheit,Geothermie,Siemensstraße 34 49770 Herzlake,41.04,,InBetrieb,ABR915136228214,EEG952321909329,,,,,,,OK,False,,1.0,2020-09-28 08:07:42.257070,SEL975958936940,Datenkorrektur,,ABR915136228214,Deutschland,Niedersachsen,Emsland,Herzlake,03454021,49770,,,Siemensstraße,False,34,False,,Herzlake,7.60663,52.690317,32.0,405825.179918757,5838732.61908303,5840628.4495881,3405859.42821901,2020-09-28,,2012-07-27,,,,Aktiv,InBetrieb,,,,,,A,"Bürogebäude, 524",,,,Solarthermie,41.04,41.04,,,,,True,,,Volleinspeisung,,,Sonstige,EEG952321909329,,OK,False,,1.0,2020-09-28,2020-09-28 08:07:41.698070,2012-07-27,EEG952321909329,,,41.04,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE966862108936,2019-06-06 06:32:13.800794,Klärgas BHKW,Stromerzeugungseinheit,Geothermie,Kläranlage Weyberhöfe 1 63877 Sailauf,85,,InBetrieb,ABR967515446832,,KWK919302582278,,,,,,OK,False,,1.0,2019-06-06 06:32:13.800794,SEL936484649919,Ungeprueft,,ABR967515446832,Deutschland,Bayern,Aschaffenburg,Sailauf,09671150,63877,,,Kläranlage Weyberhöfe,False,1,False,,Sailauf,9.235791,50.002095,32.0,516897.708790025,5538890.27070227,5540666.92290224,3516979.0109995,2019-06-06,,2016-11-08,,,,Aktiv,InBetrieb,,,,,,A,Klärgas BHKW,,,,Klaerschlamm,85,85,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,,KWK919302582278,,,,,,,,,,,,,OK,False,,1.0,KWK919302582278,,,2019-06-06 06:32:13.590847,2019-06-06,2019-06-06,111,85,InBetrieb,,,,,,,,,,,,,,
SEE967116491996,2020-03-05 04:54:59.278917,BHKW Heinrich Robert,Stromerzeugungseinheit,Geothermie,Kamener Straße 80 z 59067 Hamm,1358,,InBetrieb,ABR970977607369,EEG992722702310,,,SGE913868807202,,,,OK,False,,1.0,2020-03-05 04:54:59.278917,SEL914014441301,Geprueft,2020-07-16,ABR970977607369,Deutschland,NordrheinWestfalen,Hamm,Hamm,05915000,59067,,,Kamener Straße,False,80 z,True,,Hamm,7.760227,51.65323,32.0,414234.382070769,5723198.38662072,5725048.04674981,3414272.97211408,2019-03-26,,2002-12-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Heinrich Robert,,,,Grubengas,1358,1358,True,,,,True,True,False,Volleinspeisung,,SGE913868807202,Verbrennungsmotor,EEG992722702310,,OK,False,,1.0,2019-03-26,2020-11-03 15:43:50.075831,2004-09-01,EEG992722702310,E3054401S000000000000003000426527,,6790,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE913868807202,2019-03-26 13:49:09.799610,NachBImSchG4BBImSchV,2002-07-11,Bezirksregierung Arnsberg,56-04/2200-G26/02-Web/Rö,,,,2019-03-26
SEE967493165299,2019-08-27 06:25:52.421235,BHKW Grillo 1,Stromerzeugungseinheit,Geothermie,Herbert-Wehner-Straße 59174 Kamen,1358,,InBetrieb,ABR909184158296,EEG916570341606,,,SGE923959587487,,,,OK,False,,1.0,2019-08-27 06:25:52.421235,SEL944284732571,Geprueft,2019-09-04,ABR909184158296,Deutschland,NordrheinWestfalen,Unna,Kamen,05978020,59174,,,Herbert-Wehner-Straße,False,,False,,Kamen,7.647114,51.58937,32.0,406278.235314119,5716235.47444583,5718082.27939895,3406313.69770854,2019-04-02,,2001-04-24,,,,Aktiv,InBetrieb,,,,,,A,BHKW Grillo 1,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE923959587487,Verbrennungsmotor,EEG916570341606,,OK,False,,1.0,2019-04-02,2019-08-27 06:25:52.238224,2001-04-24,EEG916570341606,E3054401E00726936N5165347L0349914,,1358,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE923959587487,2019-04-02 07:22:12.866379,NachBImSchG4BBImSchV,2014-12-18,Bezirksregierung Arnsberg,64.o7-4.1-2013-1,,,,2019-04-02
SEE968114910823,2019-06-19 06:39:38.178197,BHKW Generator 3,Stromerzeugungseinheit,Geothermie,Alt Saale 10 a KA Rudolstadt 07407 Uhlstädt-Kirchhasel,100,,InBetrieb,ABR958246280123,,KWK931360590897,,,,,,OK,False,,1.0,2019-06-19 06:39:38.178197,SEL984913585772,Datenkorrektur,,ABR958246280123,Deutschland,Thueringen,Saalfeld-Rudolstadt,Uhlstädt-Kirchhasel,16073109,07407,,,Alt Saale,False,10 a,False,KA Rudolstadt,Uhlstädt-Kirchhasel,11.375869,50.725172,32.0,667687.211738098,5621955.79111372,5621256.07186966,4456034.62150863,2019-06-19,,1995-01-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Generator 3,,,,Klaerschlamm,100,100,False,,,,False,False,False,None,,,Verbrennungsmotor,,KWK931360590897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE969587415495,2019-05-28 08:26:38.031669,BHKW Gerdt,Stromerzeugungseinheit,Geothermie,47198 Duisburg,2730,,InBetrieb,ABR970977607369,EEG930140121023,,,SGE997750031326,,,,OK,False,,1.0,2019-05-28 08:26:38.031669,SEL963626442145,Ungeprueft,,ABR970977607369,Deutschland,NordrheinWestfalen,Duisburg,Duisburg,05112000,47198,Baerl,"Fl 13, FlSt 362",,False,,False,,Duisburg,6.675326,51.477339,32.0,338567.892380564,5705471.75782518,5704968.51234714,2546959.56224912,2019-03-26,,2006-06-07,,,,Aktiv,InBetrieb,,,,,,A,BHKW Gerdt,,,,Grubengas,2730,2580,False,,,,True,True,False,Volleinspeisung,,SGE997750031326,Verbrennungsmotor,EEG930140121023,,OK,False,,1.0,2019-03-26,2019-03-26 13:19:43.612774,2003-12-23,EEG930140121023,E3129201V200000000000100966000003,,2730,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE997750031326,2019-03-26 13:19:43.612774,NachBImSchG4BBImSchV,2007-01-04,Bezirksregierung Düsseldorf,56.1.02-21.0025/06/0104BAA2,,,,2019-03-26
SEE970021813364,2020-05-26 08:27:01.974663,Gasmotor 5,Stromerzeugungseinheit,Geothermie,Saarbrücker Straße 135 - 137 66333 Völklingen,3047,,InBetrieb,ABR984149721821,EEG961068170190,KWK945420499808,,SGE989891777676,,,,OK,False,,1.0,2020-05-26 08:27:01.974663,SEL996465847802,Geprueft,2020-08-13,ABR984149721821,Deutschland,Saarland,Regionalverband Saarbrücken,Völklingen,10041519,66333,,,Saarbrücker Straße,False,135 - 137,True,,Völklingen,6.881089,49.24771,32.0,345792.684549999,5457153.65927131,5457110.70143976,2564193.91082538,2019-08-20,,2002-10-24,,,,Aktiv,InBetrieb,,,,,,A,Gasmotor 5,,,,Grubengas,3047,2927,False,,,,True,True,False,Volleinspeisung,,SGE989891777676,Verbrennungsmotor,EEG961068170190,KWK945420499808,OK,False,,1.0,2019-08-20,2020-05-26 08:27:01.707647,2002-10-24,EEG961068170190,E3301801000000GGASVIRTEEGXFE00004,,6094,InBetrieb,OK,False,,1.0,KWK945420499808,,,2020-05-26 08:27:01.707647,2002-10-24,2020-05-20,3119,3047,InBetrieb,OK,False,,1.0,SGE989891777676,2019-08-20 12:59:11.552595,NachBImSchG4BBImSchV,2003-03-25,Oberbergamt für das Saarland,II KwFe/2/01-8,,,,2019-08-20
SEE970739914599,2019-10-07 11:39:36.810844,KLW1-KVA,Stromerzeugungseinheit,Geothermie,Freisinger Landstraße 187 80939 München,1235,,InBetrieb,ABR973268479294,,,,SGE910117940208,,,,OK,False,,1.0,2019-10-07 11:39:36.810844,SEL966672641081,Ungeprueft,,ABR973268479294,Deutschland,Bayern,München,München,09162000,80939,,,Freisinger Landstraße,False,187,False,,München,11.62771,48.208673,32.0,695215.986052867,5342832.48254194,5341255.27765804,4472437.62182043,2019-10-07,,1998-01-01,,,,Aktiv,InBetrieb,,,,,,A,KLW1-KVA,,,,Klaerschlamm,1235,1000,False,,,,False,False,False,Teileinspeisung,,SGE910117940208,GegendruckmaschineohneEntnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,False,,1.0,SGE910117940208,2019-10-07 11:39:36.724837,NachBImSchG17BImSchV,1993-12-28,Regierung von Oberbayern,821-87744.3-7/86,,,,2019-10-07
SEE970765492153,2019-07-05 10:30:53.143556,BHKW ZVK Kläranlage Neckarwestheim,Stromerzeugungseinheit,Geothermie,74382 Neckarwestheim,20,,InBetrieb,ABR923320754234,,KWK910672143489,,,,,,OK,False,,1.0,2019-07-05 10:30:53.143556,SEL999985625660,Ungeprueft,,ABR923320754234,Deutschland,BadenWuerttemberg,Heilbronn,Neckarwestheim,08125066,74382,,,,False,,False,,Neckarwestheim,,,,,,,,2019-07-05,,2011-08-31,,,,Aktiv,InBetrieb,,,,,,A,BHKW ZVK Kläranlage Neckarwestheim,,,,Klaerschlamm,20,9,False,,,,False,False,False,Volleinspeisung,,,Verbrennungsmotor,,KWK910672143489,,,,,,,,,,,,,OK,False,,1.0,KWK910672143489,,,2019-07-05 10:30:52.995548,2011-08-31,2019-07-05,20,9,InBetrieb,,,,,,,,,,,,,,
SEE971057822283,2019-06-06 09:22:48.116834,Deponie Blomenhof,Stromerzeugungseinheit,Geothermie,92318 Neumarkt,30,,InBetrieb,ABR910069661664,,,,,,,,OK,False,,1.0,2019-06-06 09:22:48.116834,SEL949269769160,Ungeprueft,,ABR910069661664,Deutschland,Bayern,Neumarkt i.d. OPf.,Neumarkt i.d. OPf.,09373147,92318,,,,False,,False,,Neumarkt,,,,,,,,2019-05-29,,2002-05-01,,,,Aktiv,InBetrieb,,,,,,A,Deponie Blomenhof,,,,Grubengas,30,30,,,,,False,,,Volleinspeisung,,,Verbrennungsmotor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE971689376956,2020-03-04 08:50:38.895098,BHKW Lohberg M3,Stromerzeugungseinheit,Geothermie,Hünxer Straße 46537 Dinslaken,1358,,InBetrieb,ABR970977607369,EEG917961178054,,,SGE914167938437,,,,OK,False,,1.0,2020-03-04 08:50:38.895098,SEL984755847533,Geprueft,2020-03-04,ABR970977607369,Deutschland,NordrheinWestfalen,Wesel,Dinslaken,05170008,46537,,,Hünxer Straße,False,,False,,Dinslaken,6.76355,51.580582,32.0,345044.72505179,5716760.9788765,5716515.2076416,2552968.86108016,2020-01-29,,2002-11-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Lohberg M3,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE914167938437,Verbrennungsmotor,EEG917961178054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE971730649336,2020-10-12 12:13:38.859616,Photovoltaikanlage,Stromerzeugungseinheit,Geothermie,07548 Gera,10.5,,InBetrieb,ABR949981949512,,,,,,,,OK,False,,1.0,2020-10-12 12:13:38.859616,SEL947588201941,Ungeprueft,,ABR949981949512,Deutschland,Thueringen,Gera,Gera,16052000,07548,,,,False,,False,,Gera,,,,,,,,2020-10-12,,2010-08-27,,,,Aktiv,InBetrieb,,,,,,A,Photovoltaikanlage,,,,Solarthermie,10.5,10.5,,,,,False,,,Volleinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE971879112425,2020-10-19 10:42:19.678794,Dampfturbine INNOVATHERM,Stromerzeugungseinheit,Geothermie,Frydagstraße 47 44536 Lünen,8700,,InBetrieb,ABR969338921084,,,,SGE968642025860,,,,OK,False,,1.0,2020-10-19 10:42:19.678794,SEL922931499879,Geprueft,2020-10-24,ABR969338921084,Deutschland,NordrheinWestfalen,Unna,Lünen,05978024,44536,,,Frydagstraße,True,47,True,,Lünen,7.466258,51.610537,32.0,393799.390531326,5718836.72033625,5720590.86790601,2601610.14863639,2020-10-19,,1997-07-31,,,,Aktiv,InBetrieb,,,,,,A,Dampfturbine INNOVATHERM,,,,Klaerschlamm,8700,6500,False,,,,True,True,True,Teileinspeisung,,SGE968642025860,GegendruckmaschinemitEntnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,False,,1.0,SGE968642025860,2020-10-19 10:42:19.047007,NachBImSchG17BImSchV,1996-07-23,Bezirksregierung Arnsberg,2100 - G 03/95 T2 - Hen/Ro,1998-07-22,,,2020-10-19
SEE972455461296,2020-11-02 10:29:53.252692,Hausdach,Stromerzeugungseinheit,Geothermie,72124 Pliezhausen,8.97,,InBetrieb,ABR981646921686,,,,,,,,OK,False,,1.0,2020-11-02 10:29:53.252692,SEL927046080622,Ungeprueft,,ABR981646921686,Deutschland,BadenWuerttemberg,Reutlingen,Pliezhausen,08415060,72124,,,,False,,False,,Pliezhausen,,,,,,,,2020-11-02,,2010-03-10,,,,Aktiv,InBetrieb,,,,,,A,Hausdach,,,,Solarthermie,8.97,8.76,,,,,False,,,Volleinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE973223148142,2019-11-18 07:42:38.964825,Deponiegasverstromung Bocholt Lankern,Stromerzeugungseinheit,Geothermie,Lehmgrubenweg 12 Deponie Bocholt 46395 Bocholt,200,,InBetrieb,ABR901853775575,EEG954290316436,,,SGE948321294336,,,,OK,False,,1.0,2019-11-18 07:42:38.964825,SEL998106843778,Geprueft,2019-11-26,ABR901853775575,Deutschland,NordrheinWestfalen,Borken,Bocholt,05554008,46395,,,Lehmgrubenweg,False,12,False,Deponie Bocholt,Bocholt,6.614,51.803,32.0,335492.912741004,5741820.30012466,5741163.71507918,2542394.20424287,2019-02-18,,2013-04-24,,,,Aktiv,InBetrieb,,,,,,A,Deponiegasverstromung Bocholt Lankern,,,,Grubengas,200,200,False,,,,True,False,False,Volleinspeisung,,SGE948321294336,Verbrennungsmotor,EEG954290316436,,OK,False,,1.0,2019-11-18,2019-11-18 07:42:38.964825,2013-04-24,EEG954290316436,E3155001De00000000000000257300001,,200,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE948321294336,2019-02-18 10:41:18.128112,NachBImSchG4BBImSchV,1999-10-14,Bezirksregierung Münster,AZ: 52.6.2 BOR 3,,,,2019-02-18
SEE973994999639,2020-10-08 08:30:46.141427,BHKW,Stromerzeugungseinheit,Geothermie,Im Hagegarten 1 71116 Gärtringen,50,,InBetrieb,ABR945296334005,EEG930883367207,KWK903450361496,,,,,,OK,False,,1.0,2020-10-08 08:30:46.141427,SEL983274730562,Ungeprueft,,ABR945296334005,Deutschland,BadenWuerttemberg,Böblingen,Gärtringen,08115015,71116,,,Im Hagegarten,False,1,False,,Gärtringen,8.929701,48.641287,32.0,494821.330520263,5387582.9906966,5389298.71918715,3494895.04145449,2020-10-08,,2015-05-21,,,,Aktiv,InBetrieb,,,,,,A,BHKW,,,,Klaerschlamm,50,44,,,,,False,,,None,,,Verbrennungsmotor,EEG930883367207,KWK903450361496,OK,False,,1.0,2020-10-08,2020-10-08 08:30:46.011430,2003-05-22,EEG930883367207,E10843010000000000000082445000001,,50,InBetrieb,OK,False,,1.0,KWK903450361496,False,,2020-10-08 08:30:46.011430,2015-05-21,2020-10-08,92,49.9,InBetrieb,,,,,,,,,,,,,,
