scn_name,Project,Project_id,Startpoint,bus_id_1,Point_1,Endpoint,bus_id_2,Point_2,Distance (km),Voltage,s_nom,cables,NOVA-Type,Distance
P505,,,Bauler,34098.0,"7.195979372179286, 51.411575331958",Bundesgrenze Luxemburg,31577.0,"12.150406582428232, 49.01275130704451",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,442.85368397551025
P509,,,Limburg,30873.0,"9.908850396108344, 53.488048569222116",Eschborn,32020.0,"6.787529932227501, 51.50554942577105",,380.0,,,Errichtung einer Leitung: Neubau in neuer Trasse,305.8926368125132
P509,,,Eschborn,32020.0,"6.787529932227501, 51.50554942577105",Kriftel,31244.0,"9.775990807719905, 53.690669404243195",,380.0,,3.0,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,316.3752019440725
P528,,,Lauchstädt,30962.0,"12.469645157342972, 51.37166411554276",Leuna / Merseburg / Weißenfels,,POINT (11.894609645338448 51.406527815825655),,380.0,,,Errichtung einer Leitung: Ersatz- neubau,
P528,,,Leuna / Merseburg / Weißenfels,,,Pulgar,31126.0,"8.480095303151476, 50.59092047197062",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,293.27997729765053
P531,,,Thyrow,31549.0,"13.306340695859848, 52.23082066002767",Mahlow,31062.0,"10.365338662586142, 52.28466156477866",,380.0,,6.0,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",200.89564762547505
P531,,,Mahlow,31062.0,"10.365338662586142, 52.28466156477866", Berlin / Südost / Lichterfelde,,,,380.0,,6.0,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",
P531,,, Berlin / Südost / Lichterfelde,,,Mitte,31138.0,"10.867567075348711, 48.53945547505515",,380.0,,6.0,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",418.1289969160688
P531,,,Malchow,31874.0,"7.123084146476573, 51.171584832548554",Moabit,31507.0,"9.113284847390235, 52.54385184852183",,380.0,,,Errichtung einer Leitung: Neubau in neuer Trasse,205.19984943781745
P531,,,Moabit,31507.0,"9.113284847390235, 52.54385184852183", Reuter,31307.0,"9.562823506395988, 48.701489860974824",,380.0,,,Errichtung einer Leitung: Neubau in neuer Trasse,428.6078098823321
